datetime,game_length,game_result,time_per_game,training_steps
2024-03-06 19:39:52,33,B+1.0,68.2246,0
2024-03-06 19:41:15,30,W+1.0,75.2447,0
2024-03-06 19:42:38,35,B+1.0,77.9867,0
