datetime,game_length,game_result,time_per_game,training_steps
2024-03-06 19:39:01,39,B+1.0,47.2379,0
2024-03-06 19:39:51,30,W+1.0,48.8501,0
2024-03-06 19:40:59,35,B+1.0,55.0886,0
