datetime,game_length,game_result,time_per_game,training_steps
2024-03-06 19:38:22,32,W+1.0,30.0021,0
2024-03-06 19:38:50,22,W+1.0,28.818,0
2024-03-06 19:40:53,60,W+1.0,60.1902,0
2024-03-06 19:42:21,35,B+1.0,62.7979,0
