datetime,game_length,game_result,time_per_game,training_steps
2024-03-06 19:38:33,25,B+1.0,30.4464,0
2024-03-06 19:39:16,24,W+1.0,36.9462,0
2024-03-06 19:40:46,40,W+1.0,54.4623,0
2024-03-06 19:42:24,47,B+1.0,65.342,0
