datetime,game_length,game_result,time_per_game,training_steps
2024-03-06 19:39:03,21,B+1.0,34.798,0
2024-03-06 19:41:02,47,B+1.0,76.7246,0
2024-03-06 19:43:06,43,B+1.0,84.6839,0
