datetime,game_length,game_result,time_per_game,training_steps
2024-03-06 19:38:24,37,B+1.0,39.503,0
2024-03-06 19:39:43,40,W+1.0,59.0752,0
2024-03-06 19:41:15,39,B+1.0,69.8715,0
2024-03-06 19:42:48,40,W+1.0,75.8762,0
