datetime,game_length,game_result,time_per_game,training_steps
2024-03-06 19:37:49,28,W+1.0,14.5966,0
2024-03-06 19:38:30,40,W+1.0,27.4891,0
2024-03-06 19:39:04,26,W+1.0,29.8404,0
2024-03-06 19:40:51,48,W+1.0,49.1088,0
